"sampleid","date","site","plot","vegplot_area_cm2","LAI","chlorophyll","brown","junc_live_cover","spal_live_cover","dead_cover","bare_cover","avg_thatch_ht_cm","water_depth_cm","spal_tot_live_stem_ht_cm","spal_live_stem_count","junc_tot_live_stem_ht_cm","junc_live_stem_count","notes","zone","survey","stemsm2","species","live_stem_count","dead_stem_count","live__stem_cm","live_stem_g","dead_stem_g","TotalBG_0_10_g","Rhizomes_0_10_g","TotalBG_10_30_g","Rhizomes_10_30_g","area","bg.total","ag.total","rhiz.total","rhiz.shoot","rhiz.green.shoot","rhizm2.core","rootgreenshoot","rootshoot","bgm2.core","agm2.core","percentN","percentC","CN_ratio","agm2.allom","agm2.allom.new","bgm2.areascaled","agm2.core.areascaled","rhizm2.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.core.stemscaled","AGCg","wholeplantCg"
"2t2",2013-07-10,"fluxa","t2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.977774529215,459.481868875216,2808.98426024508,10595.6377404405,NA,435.54,1642.88,115.013999122888,NA,124.060104596308,NA,NA,NA,NA,NA,NA,NA,NA
"2t3",2013-07-10,"fluxa","t3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.107939896458,526.245389003112,2808.98426024508,10595.6377404405,NA,384.3,1449.6,136.379143772044,NA,142.08625503084,NA,NA,NA,NA,NA,NA,NA,NA
"2t4",2013-07-10,"fluxa","t4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.13093910096,541.770544980042,2808.98426024508,10595.6377404405,NA,563.64,2126.08,135.035353557259,NA,146.278047144611,NA,NA,NA,NA,NA,NA,NA,NA
"2t5",2013-07-10,"fluxa","t5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.406301050003,626.127315427276,2808.98426024508,10595.6377404405,NA,614.88,2319.36,160.219701283501,NA,169.054375165365,NA,NA,NA,NA,NA,NA,NA,NA
"2t6",2013-07-10,"fluxa","t6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.242990686489,433.569802063488,2808.98426024508,10595.6377404405,NA,435.54,1642.88,112.115607485352,NA,117.063846557142,NA,NA,NA,NA,NA,NA,NA,NA
"30m1",2015-11-20,"fluxa","m1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.537964726751,547.288398095332,3746.40874990532,1209.33241180731,NA,3827.04,1235.36,1521.79576012383,1522.89487419771,1704.80336006696,1706.03465102948,NA,NA,NA,NA,NA,NA,NA
"30m2",2015-11-20,"fluxa","m2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.201220525275,356.66295996602,3746.40874990532,1209.33241180731,NA,3143.64,1014.76,956.931801936232,957.622944097888,1111.00512029415,1111.80754161498,NA,NA,NA,NA,NA,NA,NA
"30m3",2015-11-20,"fluxa","m3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.772136649958,321.409606828282,3746.40874990532,1209.33241180731,NA,2733.6,882.4,943.135205664619,943.816383261035,1001.1909252701,1001.91403349884,NA,NA,NA,NA,NA,NA,NA
"30m4",2015-11-20,"fluxa","m4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4472147060031,157.886269760552,3746.40874990532,1209.33241180731,NA,1776.84,573.56,306.6630738092,306.884560627073,491.81573030412,492.170943273624,NA,NA,NA,NA,NA,NA,NA
"30m5",2015-11-20,"fluxa","m5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.909722439483,256.160751871732,3746.40874990532,1209.33241180731,NA,2050.2,661.8,703.70878539899,704.217037721812,797.940742080445,798.51705325355,NA,NA,NA,NA,NA,NA,NA
"30m6",2015-11-20,"fluxa","m6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.322671913087,365.600527354316,3746.40874990532,1209.33241180731,NA,2870.28,926.52,982.230123009266,982.939536834877,1138.84564270869,1139.66817179353,NA,NA,NA,NA,NA,NA,NA
"30s1",2015-11-20,"fluxa","s1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.469531664741,362.233642086671,2260.78280430342,324.535261917464,NA,1979.52,284.16,2342.01811334822,2342.59283418652,3470.19829119031,3471.04986243121,NA,NA,NA,NA,NA,NA,NA
"30s2",2015-11-20,"fluxa","s2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.414372981345,345.663717892834,2260.78280430342,324.535261917464,NA,1814.56,260.48,2293.58969316129,2294.15252988047,3311.45841741335,3312.27103459458,NA,NA,NA,NA,NA,NA,NA
"30s3",2015-11-20,"fluxa","s3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.668230188048,247.815049353412,2260.78280430342,324.535261917464,NA,1567.12,224.96,1577.5216452015,1577.90876200355,2374.06817280569,2374.65075858617,NA,NA,NA,NA,NA,NA,NA
"30s4",2015-11-20,"fluxa","s4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.154788014419,296.563137082322,2260.78280430342,324.535261917464,NA,1484.64,213.12,2013.28286917813,2013.77691984825,2841.07485324864,2841.77204039337,NA,NA,NA,NA,NA,NA,NA
"30s5",2015-11-20,"fluxa","s5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.811772020479,342.741333161638,2260.78280430342,324.535261917464,NA,2144.48,307.84,2134.53677595619,2135.06058179624,3283.46197168849,3284.26771866635,NA,NA,NA,NA,NA,NA,NA
"30s6",2015-11-20,"fluxa","s6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.124770976013,298.939260610131,2260.78280430342,324.535261917464,NA,1649.6,236.8,1898.0353059502,1898.5010753804,2863.83811664505,2864.54088979347,NA,NA,NA,NA,NA,NA,NA
"30t1",2015-11-20,"fluxa","t1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.209524876625,591.832610110631,2864.90080875113,4072.04041473467,NA,444.21,631.38,408.414810286787,3461.77273181716,423.160316229101,3586.75740206481,NA,NA,NA,NA,NA,NA,NA
"30t2",2015-11-20,"fluxa","t2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790.132556995626,823.930046830963,2864.90080875113,4072.04041473467,NA,627.12,891.36,564.944778251873,4788.53944341914,589.109983484139,4993.36661037002,NA,NA,NA,NA,NA,NA,NA
"30t3",2015-11-20,"fluxa","t3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647.281273042222,645.634024228712,2864.90080875113,4072.04041473467,NA,418.08,594.24,462.806110225189,3922.7998890905,461.628327323529,3912.81686048754,NA,NA,NA,NA,NA,NA,NA
"30t4",2015-11-20,"fluxa","t4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.174158747147,552.32529184225,2864.90080875113,4072.04041473467,NA,444.21,631.38,383.36452350421,3249.44350789105,394.912583667209,3347.32624566342,NA,NA,NA,NA,NA,NA,NA
"30t5",2015-11-20,"fluxa","t5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.342103944517,577.524144677431,2864.90080875113,4072.04041473467,NA,365.82,519.96,412.79960432033,3498.9387699667,412.929763444363,3500.04201425419,NA,NA,NA,NA,NA,NA,NA
"30t6",2015-11-20,"fluxa","t6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.309717569408,552.214243056239,2864.90080875113,4072.04041473467,NA,391.95,557.1,382.746448062127,3244.20462659263,394.833183785211,3346.65324277643,NA,NA,NA,NA,NA,NA,NA
"31m1",2015-12-21,"fluxa","m1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5484463055564,155.035981883374,2930.68498346413,1111.75255264969,NA,1603.8,608.4,286.55502817778,712.496189119474,496.115142026797,1233.5506736921,NA,NA,NA,NA,NA,NA,NA
"31m2",2015-12-21,"fluxa","m2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.936503470317,339.621712431468,2930.68498346413,1111.75255264969,NA,1603.8,608.4,1110.19681110501,2760.41569437814,1086.7894797807,2702.21523468952,NA,NA,NA,NA,NA,NA,NA
"31m3",2015-12-21,"fluxa","m3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.430283572714,320.55513485367,2930.68498346413,1111.75255264969,NA,1603.8,608.4,999.776907432685,2485.86542363341,1025.77643153174,2550.51116360628,NA,NA,NA,NA,NA,NA,NA
"31m4",2015-12-21,"fluxa","m4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.349498851495,257.179280504241,2930.68498346413,1111.75255264969,NA,1176.12,446.16,756.318396324784,1880.52528189469,822.973697613571,2046.25836448924,NA,NA,NA,NA,NA,NA,NA
"31m5",2015-12-21,"fluxa","m5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.797242227517,143.257689741141,2930.68498346413,1111.75255264969,NA,1069.2,405.6,322.551175128054,801.997733336465,458.424607171651,1139.83616928806,NA,NA,NA,NA,NA,NA,NA
"31m6",2015-12-21,"fluxa","m6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.113126823127,271.364202892264,2930.68498346413,1111.75255264969,NA,1283.04,486.72,838.762005834006,2085.51473179585,868.365449255245,2159.121329302,NA,NA,NA,NA,NA,NA,NA
"31s1",2015-12-21,"fluxa","s1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.884338185245,281.910763393795,1600.74825134965,270.811519235181,NA,1168,197.6,2563.93848199513,3504.04641464502,4086.29651539306,5584.60070492702,NA,NA,NA,NA,NA,NA,NA
"31s2",2015-12-21,"fluxa","s2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.477400031786,207.676451441503,1600.74825134965,270.811519235181,NA,876,148.2,2108.69491346074,2881.88070929946,3010.27016364459,4114.03255113347,NA,NA,NA,NA,NA,NA,NA
"31s3",2015-12-21,"fluxa","s3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.445198174562,352.550703739935,1600.74825134965,270.811519235181,NA,1284.8,217.36,3688.18314754028,5040.51287714057,5110.22245071036,6983.96501405768,NA,NA,NA,NA,NA,NA,NA
"31s4",2015-12-21,"fluxa","s4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.333963671107,249.842654489933,1600.74825134965,270.811519235181,NA,876,148.2,2512.4758034127,3433.71414433467,3621.46927683158,4949.3373278419,NA,NA,NA,NA,NA,NA,NA
"31s5",2015-12-21,"fluxa","s5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.013343550445,250.716164112192,1600.74825134965,270.811519235181,NA,1460,247,1986.0084147637,2714.20929717175,3634.13079880622,4966.64139382896,NA,NA,NA,NA,NA,NA,NA
"31s6",2015-12-21,"fluxa","s6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.589883796781,260.788491645287,1600.74825134965,270.811519235181,NA,1168,197.6,2240.78036563434,3062.39734741923,3780.12918639844,5166.17236158774,NA,NA,NA,NA,NA,NA,NA
"31t1",2015-12-21,"fluxa","t1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.175148137553,601.377202397521,3916.35120124724,4769.35266669246,NA,785.84,957,448.071869991418,976.928311134535,487.115533941992,1062.05496879432,NA,NA,NA,NA,NA,NA,NA
"31t2",2015-12-21,"fluxa","t2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.869641582027,589.598036961438,3916.35120124724,4769.35266669246,NA,714.4,870,445.394409681442,971.090661074502,477.574409938765,1041.25251547589,NA,NA,NA,NA,NA,NA,NA
"31t3",2015-12-21,"fluxa","t3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.729350745513,598.199485438853,3916.35120124724,4769.35266669246,NA,571.52,696,480.920774103866,1048.54857245067,484.541583205471,1056.44300001346,NA,NA,NA,NA,NA,NA,NA
"31t4",2015-12-21,"fluxa","t4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.816996308673,415.779335851435,3916.35120124724,4769.35266669246,NA,464.36,565.5,327.901767010025,714.922183062439,336.781262039662,734.282090845083,NA,NA,NA,NA,NA,NA,NA
"31t5",2015-12-21,"fluxa","t5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.348598378912,312.97111818899,3916.35120124724,4769.35266669246,NA,392.92,478.5,240.042364686919,523.362874662994,253.506605733082,552.718875668342,NA,NA,NA,NA,NA,NA,NA
"31t6",2015-12-21,"fluxa","t6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.927008873789,517.572239628183,3916.35120124724,4769.35266669246,NA,642.96,783,403.320877187769,879.357999875987,419.233514098828,914.052223156542,NA,NA,NA,NA,NA,NA,NA
"32m1",2016-01-26,"fluxa","m1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.55645635309,413.142249750452,3008.52959020784,695.119446134028,NA,2853.76,659.36,1434.69727882653,2118.78444154195,1809.56305390698,2672.3923584376,NA,NA,NA,NA,NA,NA,NA
"32m2",2016-01-26,"fluxa","m2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.362725779262,186.569394623717,3008.52959020784,695.119446134028,NA,1756.16,405.76,514.048738913168,759.155597684219,817.17394845188,1206.8158722859,NA,NA,NA,NA,NA,NA,NA
"32m3",2016-01-26,"fluxa","m3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.8836032371,368.410592252825,3008.52959020784,695.119446134028,NA,2853.76,659.36,1383.5701821785,2043.27910775636,1613.63839406737,2383.04761156382,NA,NA,NA,NA,NA,NA,NA
"32m4",2016-01-26,"fluxa","m4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.34354082259,476.606700896298,3008.52959020784,695.119446134028,NA,1975.68,456.48,2371.08470880294,3501.65673604593,2087.53734992579,3082.9093519841,NA,NA,NA,NA,NA,NA,NA
"32m5",2016-01-26,"fluxa","m5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.046133429436,233.60889148328,3008.52959020784,695.119446134028,NA,1426.88,329.68,871.82206442093,1287.52110507864,1023.20694469677,1511.08877593634,NA,NA,NA,NA,NA,NA,NA
"32m6",2016-01-26,"fluxa","m6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"med",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.345809312727,252.928124410785,3008.52959020784,695.119446134028,NA,1756.16,405.76,938.834644789744,1386.4863814254,1107.82518491924,1636.0543791336,NA,NA,NA,NA,NA,NA,NA
"32s1",2016-01-26,"fluxa","s1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.431501176566,327.950609893492,1230.16406713309,141.435975632949,NA,1077.12,123.84,1769.79238263612,2228.22815585846,2825.29450423243,3557.1408401848,NA,NA,NA,NA,NA,NA,NA
"32s2",2016-01-26,"fluxa","s2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.003309375411,194.490354866945,1230.16406713309,141.435975632949,NA,762.96,87.72,956.293510269166,1204.00570471017,1675.53440717873,2109.55419337054,NA,NA,NA,NA,NA,NA,NA
"32s3",2016-01-26,"fluxa","s3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.946492177057,309.513714077714,1230.16406713309,141.435975632949,NA,1032.24,118.68,1696.69403010535,2136.19487056806,2666.46064677951,3357.16366955585,NA,NA,NA,NA,NA,NA,NA
"32s4",2016-01-26,"fluxa","s4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.413502485139,237.718404575903,1230.16406713309,141.435975632949,NA,852.72,98.04,1295.81232390947,1631.4713144729,2047.9440554214,2578.43047053683,NA,NA,NA,NA,NA,NA,NA
"32s5",2016-01-26,"fluxa","s5",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1373918270892,123.709260696732,1230.16406713309,141.435975632949,NA,718.08,82.56,500.853630590373,630.591572545414,1065.75528090235,1341.8217568686,NA,NA,NA,NA,NA,NA,NA
"32s6",2016-01-26,"fluxa","s6",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"short",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.43882955952,258.351768502484,1230.16406713309,141.435975632949,NA,852.72,98.04,1347.72051665526,1696.82547563367,2225.7004856489,2802.23179695447,NA,NA,NA,NA,NA,NA,NA
"32t1",2016-01-26,"fluxa","t1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.423411337484,557.486350298027,2060.14107142877,725.818727666761,NA,450.96,158.88,1447.34230759527,1446.59688434432,1602.77325710683,1601.9477824105,NA,NA,NA,NA,NA,NA,NA
"32t2",2016-01-26,"fluxa","t2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.681030346772,424.737596190058,2060.14107142877,725.818727666761,NA,413.38,145.64,1068.58296224697,1068.03261104018,1221.12058904642,1220.49167653933,NA,NA,NA,NA,NA,NA,NA
"32t3",2016-01-26,"fluxa","t3",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.385452867199,607.188671238357,2060.14107142877,725.818727666761,NA,413.38,145.64,1639.8581769932,1639.01360248793,1745.66742981028,1744.7683604721,NA,NA,NA,NA,NA,NA,NA
"32t4",2016-01-26,"fluxa","t4",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"tall",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.641032078768,580.399351162515,2060.14107142877,725.818727666761,NA,432.17,152.26,1534.21796722646,1533.42780049203,1668.64813459223,1667.7887324241,NA,NA,NA,NA,NA,NA,NA
